hatespeech,class
"THIS IS EPIC     Q: Who do you think should become CM of Delhi?   A: Kejriwal, He has done lot of work  Q: Really? then why he lost general election?  A: He hasn't, EVMs were rigged  Q: Whom you voted for?  A: I voted for CONGRESS ",0
"#AIMIM President Barrister Asaduddin Owaisi slams PM Modi & said tell where has our transport aircraft disappeared from 3rd June, and Ma shaa Allah our Media is too intelligent they said that aliens came from the sky and took it with themselves:  @asadowaisi   1/2",0
Best of luck and God bless you,0
Thankful to the people of Ahmedabad for coming to bless us this evening.,0
Let's be Indians: Firstly and Lastly    Presenting #Article15Trailer  https://youtu.be/HKOJY0cU63E      #Article15 in cinemas on June 28th     @anubhavsinha #ManojPahwa #IshaTalwar @sayanigupta @Mdzeeshanayyub #KumudMishra @ZeeStudios_ @ZeeMusicCompany,0
God asks us to follow these injunctions for our own benefit. A pure society will result not only in salvation but in prosperity. #TripleTalaqTruth #TrueIslam,0
AIMIM National Spokesperson @syedasimwaqar with his views on Triple Talaq in Parliament #TripleTalaqBill @News18India @asadowaisi,0
"On this day, 4 years ago @_DigitalIndia was launched, to leverage the power of technology and make technology more accessible. Digital India has empowered people, significantly reduced corruption and improved public service delivery to benefit the poor. #DigitalIndiaNewIndia",0
"Legislative Business :Bill for Consideration And Passing: The Central Educational Institutions(Reservation In Teachers' Cadre) Bill, 2019.  https://m.facebook.com/story.php?story_fbid=452324635326382&id=464554060349094 …",0
COMPLETE SPEECH   ASADUDDIN OWAISI ADDRESSED JALSA-E-YAAD-E-SALAAR-E-MILLAT ! 9th JUNE 2019. @asadowaisi,0
Loved the gold & white combination on the pitch? @pumacricket has another cricket shoe for you inspired by my one8 Gold Spike Collector’s Edition.  It’s definitely got my . #one8 #CWC19,0
The photo of this father and his young daughter is horrific. It is just one painful example of so many that demonstrate the reckless disregard for basic humanity that have come from Trump's policies. 1/,1
Had a #Moroccan Breakfast with Moroccan Tea at #Morocco Embassy with the #Morocco Ambassador HE Mr Mohammed Maliki ...   Lunch meeting with Respectable @AcharyaPramodk Ji at my residence. Honour to have you at my home .   #India #Delhi,0
"Wow, that's a wonderful truth that needs to be told to each and every Indian. I am sure, most of us are unaware of this, since the media never show this to us. Thank-you very much @KapilMishra_IND ji for sharing this.",0
It wont affect to alia but it will effect to your TRP...भोसडीके,0
After Pulmawa Attack How Many ' 'Raw & IB' Officer's were Suspended: @asadowaisi,0
Ramalingam murder: Man who headed dawah team arrested in Tamil Nadu,0
Uttarakhand will be 2nd state after Assam to ban people from contesting Panchayat election.     This is very welcoming step towards #PopulationControlLaw.,0
If three Talaq's are pronounced in a single session then the spouses are not given an opportunity to reconcile. #trueislam #tripletalaqtruth,1
"Na Mo is talking about one Nation one Election, One Nation One ration card and we had already had One Nation one Railway net work and also we had one Nation one power supply (in cases of power crises states are buying power even from far eastern statesNa Mo is talking about one Nation one Election, One Nation One ration card and we had already had One Nation one Railway net work and also we had one Nation one power supply (in cases of power crises states are buying power even from far eastern states…",0
People are being beaten up if they do not raise slogans of JSR (Jai Shri Ram) & VM (Vande Mataram). Such incidents aren't going to stop. Only Muslims&Dalits are being targeted. There are orgs behind such incidents&all of them are linked to Sangh pariwar. @asadowaisi,1
"EVMs were first used in 1982. In 1988, Parliament gave them legal sanction through a law. In 1992, Congress govt framed rules for their use. So far, 113 State Assembly & 4 Lok Sabha elections have been held using them. Courts have given positive verdicts on them: PM @narendramodi",0
Doing Tadasana properly would enable you to practice many other Asanas with ease.    Know more about this Asana and its benefits. #YogaDay2019,0
"AIMIM UP Chief Shaukat Ali addressing a Press Conference at District Jaunpur, UttarPradesh   @shaukat_aimim",0
"Are India’s minorities living in fear?    @asadowaisi  Chief, AIMIM on #TheBigFight ",0
"Just crossed 8 million followers and the highest in India in interactive twitter, I am informed.",0
Christina Lioma: Newly appointed professor. First woman in Denmark to obtain a higher doctorate degree in computer science. Successful research career within #artificialintelligence #informationretrieval #NLProc,0
"The Central Education Institutes (Reservation In Teachers' Cadre) Bill, 2019 in Lok Sabha.   https://m.facebook.com/story.php?story_fbid=842148019504510&id=464554060349094 …",0
Here are some more pictures from the swearing-in ceremony. Grateful for everyone’s blessings.     The occasion was made even more special by the participation of esteemed world leaders. I thank them for being a part of today’s programme.,0
No days off ‍. Nothing can be done without hardwork.,0
No need to be jingoistic about #IndiaVsPakistan match. It's a game that teaches you respect.     Best wishes to Team India. Go India go! ,0
"Mgb swept all the up, 80/80 seats. Maya will be the next pm and akhilesh deputy pm. Hahahahhahaha",0
Akhilesh sir Accept new challenges and chhange indian politics.,0
"Mumbai Airport runway shut, schools closed, train stations flooded, but the newspapers arrived in my house on time & dry! I have to salute those quiet, unsung heroes who brave torrential rain just so we can experience a ‘normal day.’ ",0
Bangladeshi Islamic terrorists are in India. India should not be a safe haven for them.,0
Hi guys : pls follow me on tiktok like  my videos  Check out Neelam Goyal's video! #TikTok,0
"'Dhoni should bat at No.4 and express himself freely', reckons @robbieuthappa on @My11Circle presents #CricbuzzLIVE    #INDvBAN #BANvIND #Dhoni",0
This is the funniest thing you will see today!,0
Out... ! What a start by @ACBofficials .  Cheers. @rashidkhan_19 @ICC   #AfghanAtalan #AFGvPAK #Afghanistan #PKMKB,0
Golden wording of @asadowaisi sahab in parliament,0
"Impressive i wish this exercise takes place all over India, we all will sooner or later face a calamity ",0
Indian sexy girl Full sex video#फुल चुदाई https://ift.tt/2KSQ23B ,0
"When you got average marks in exam... And ur Dad is like...    #dad:- वो #मिश्राजी के #लडकी को देखा ?    You:- हा dad.. She is so #Cute_and_Beautiful.    #Dad:- #कमिने मैं रिश्ते की बात नही कर रहा, उसके #मार्क्स देख out of है..  मेरी #चप्पल कहा है!",1
Arfa Khanum Sherwani chose to interview the wrong man- Arif Mohammad Khan who exposes her bigotry & hypocrisy & shows mirror to musIims who turn blind eye to ills in their own religion. Huge amount of Respect for Arif Saheb for his philosophy & what he says at end,0
"It violates Article 14 and 15 of the Constitution. The government does not care about Muslim women, says AIMIM MP @asadowaisi on #TripleTalaqBill in Lok Sabha.",0
Best wishes for alliance  It showed that while having skills you did alliance with unskilled politicians  Even a child can tell you the truth.Best wishes for allianceIt showed that while having skills you did alliance with unskilled politiciansEven a child can tell you the truth.…,0
I listened using AIR radio available on mobile app. Its very convenient..normal radio either volume had to be loud or sit near. Mobile app of AIR can carry anywhere,0
Today is international day against drug abuse and illicit trafficking. In support I say 'say no to drugs.'   A little effort from you can achieve a lot. Let’s do our bit,1
"We are condemning all such incidents. Justice should be done,  should not be linked to religion and the guilty, irrespective of their community, should be punished : @aimim_national President @asadowaisi",1
"AIMIM Byculla MLA Adv @warispathan along with Dr @amin_owaisi & son Hasan Owaisi at Masjid e Nabvi, Medina Shareef ",0
For those who disbelieved #IndianArmy @PMOIndia claim about #BalakotAirStrike and wanted more details     @MamataOfficial @OmarAbdullah     BALAKOT: MORE DETAILS REVEALED,0
"No bank has the power to employ bouncers for forceful recovery of loans from customers: Anurag Thakur (@ianuragthakur), Union Minister of State for Finance",0
"For stop all these incidents Rahul Gandhi, Akhilesh Yadav and Mamta Banarji Should resign.",0
I am with my friend Amarprjt   kumar visvas   भोसडीके,0
I hope BJP remembers Constitution and death of so many children: @asadowaisi,0
Where I talk about my own cricketing days & why I think Dhoni is essential for our world cup victory.,0
Be very careful to make such statements.,1
"India's bowlers run riot around the West Indies batsmen, making them capitulate as #TeamIndia continue their unbeaten run! Watch @robbieuthappa, @joybhattacharj discuss the game with @gbhimani on @My11Circle presents #CricbuzzLIVE     #INDvsWI #WIvIND",1
PM @narendramodi ji arrives in Osaka #Japan to attend #G20 summit.,0
"Aimim President @asadowaisi  visited Bum-Rukum-Ud-Dowla lake opposite NPA today alongwith @arvindkumar_ias @CommissionrGHMC, ZCs & @GHMCOnline team & Revenue officials.. also inspected other long pending issues near # Falaknuma.",1
I pray Almighty God for Netaji good health and early recovery.,0
A student of Aligarh Muslim University 'Mohd. Shaharul Khan' who is perusing Xll (PCM) bearing Enrolment No. - GJ9167 has been diagnosed with 'Brain Tumour' and is referred to AIIMS from… https://www.instagram.com/p/Bu4AxXjgJh7/?utm_source=ig_twitter_share&igshid=ifp00k5o9ya5 …,0
A PhD student at University of Florida hanged himself just before he was supposed to present his paper at ISCA 2019. This story claimed the reason is that his advisor has falsified the experiments for the paper and he couldn't live with pressure.,0
